Title,IMDB id,Year,Rating,Genre,Top_cast
Chalti Ka Naam Gaadi,tt0128985,1958,7.9,"Comedy, Musical, Romance","Ashok KumarBrijmohan Sharma, MadhubalaRenu, Anoop KumarJagmohan 'Jaggu' Sharma"
Kisna: The Warrior Poet,tt0396690,2005,4.5,"Drama, Musical, Romance","Vivek OberoiKisna Singh, Isha SharvaniLaxmi, Antonia BernathKatherine"
Dev,tt8751976,2019,4.8,"Action, Adventure, Romance","KarthiDev, Rakul Preet SinghMeghana, KarthikAshok (Cameo Appearance)"
Naqaab,tt8033702,2018,6.3,"Comedy, Horror, Thriller","Shakib KhanMass, Nussrat Jahan, Sayantika Banerjee"
Lakshmi,tt2976176,2014,7.9,Drama,"Monali ThakurLakshmi, Vibha ChhibberAmma, Ranjeet JhaCustomer in Brothel"
Kachche Dhaage,tt0206067,1999,6.0,"Action, Drama, Thriller","Ajay DevgnAftab, Saif Ali KhanDhananjay Pandit 'Jai', Manisha KoiralaRukhsana"
The Burning Train,tt0158534,1980,6.9,"Action, Thriller","DharmendraAshok, Vinod KhannaVinod Verma, JeetendraRavi"
Always Kabhi Kabhi,tt1937092,2011,4.2,"Comedy, Crime, Drama","Samir ChandraServant, Lillete DubeyMs. Das, Satyajeet DubeyTariq Naqvi"
China Gate,tt0210609,1998,6.5,"Action, Adventure, Drama","Om PuriCol. Krishnakant Puri, Amrish PuriCol. Kewal Krishan Puri, Naseeruddin ShahMaj. Sarfaraz Khan"
Guntur Kaaram,tt14564000,2024,5.4,"Action, Drama, Family","Mahesh BabuVenkata Ramana, SreeleelaAmulya (Ammu), Meenaakshi ChaudharyRaji"
Mr. Natwarlal,tt0079584,1979,6.5,"Action, Comedy, Romance","Amitabh BachchanNatwarlal, RekhaShanno, Ajit KhanInsp. Giridhari Lal(as Ajit)"
Hum Kisi Se Kum Nahin,tt0320097,2002,4.2,"Action, Comedy, Drama","Amitabh BachchanDr. Rastogi, Sanjay DuttMunna Bhai, Asad Aleem"
Hate Story IV,tt5325684,2018,3.4,"Crime, Drama, Thriller","Urvashi RautelaTasha, Manoj AnandMillionaire Hotel Guest, Jack ArmstrongUK News Reporter"
Do Lafzon Ki Kahani,tt4857886,2016,6.5,"Action, Drama, Romance","Kajal AggarwalJenny(as Kajal Agarwal), Anil GeorgeSrikant, Randeep HoodaSooraj"
Ab Tak Chhappan 2,tt2202086,2015,5.8,"Action, Crime, Thriller","Nana PatekarInspector Sadhu Agashe, Mohan AgasheRetired Police Commissioner Pradhan, Gul PanagShalu"
Tu Chor Main Sipahi,tt0117983,1996,5.1,"Action, Comedy, Drama","Akshay KumarAmar Varma, Saif Ali KhanRaja…, TabuKajal"
Zila Ghaziabad,tt2171454,2013,3.7,"Action, Crime, Drama","Kushagra AnandJonny Bhai(archive footage), Vivek OberoiSatbir Gurjar, Usman RaoJamshed Ali(archive footage)"
Roadside Romeo,tt1050739,2008,4.8,"Animation, Adventure, Comedy","Saif Ali KhanRomeo(voice), Kareena KapoorLaila(voice), Jaaved JaaferiCharlie Anna(voice)(as Javed Jaffrey)"
Dhaai Akshar Prem Ke,tt0255112,2000,3.5,"Drama, Romance","Abhishek BachchanKaran Khanna, Aishwarya Rai BachchanSahiba Gareval(as Aishwarya Rai), Amrish PuriYogvendra 'Yogi' Grewal"
Permission,tt5390066,2017,5.4,"Comedy, Drama, Romance","Rebecca HallAnna, Dan StevensWill, Gina GershonLydia"
His Three Daughters,tt28491891,2023,7.3,Drama,"Jovan AdepoBenji, Jasmine Bracey, Carrie CoonKatie"
Bheja Fry 2,tt1939654,2011,4.7,"Comedy, Drama","Vinay PathakBharat Bhushan, Kay Kay MenonAjit Talwar, Minissha LambaRanjini"
Phool Aur Kaante,tt0254683,1991,6.0,"Action, Drama, Romance","Ajay DevgnAjay, MadhooPooja(as Madhoo Raghunath), Arif KhanRocky"
Life Partner,tt1229366,2009,5.3,"Comedy, Drama, Romance","GovindaAdvocate Jeet Oberoi, Fardeen KhanKaran, Tusshar KapoorBhavesh D. Patel"
Insan,tt0438875,2005,4.6,"Action, Crime, Drama","Akshay KumarAmjad, Ajay DevgnInspector Ajit Rathod, Tusshar KapoorAvinash"
Run,tt8633478,2020,6.7,"Mystery, Thriller","Sarah PaulsonMother…, Kiera AllenDaughter…, Sara SohnNurse"
Poor Things,tt14230458,2023,8.4,"Comedy, Drama, Romance","Emma StoneBella Baxter, Mark RuffaloDuncan Wedderburn, Willem DafoeDr. Godwin Baxter"
Sadak,tt0156985,1991,6.4,"Action, Drama, Romance","Sanjay DuttRavi, Pooja BhattPooja, Deepak TijoriGotya"
Aflatoon,tt0225029,1997,4.5,"Action, Comedy, Crime","Akshay KumarRocky…, Urmila MatondkarPooja, Anupam KherVidya Prakash"
Haan Maine Bhi Pyaar Kiya,tt0308347,2002,3.6,"Drama, Musical, Romance","Akshay KumarRaj Malhotra, Karisma KapoorPooja Kashyap, Abhishek BachchanShiv Kapoor"
Kaalia,tt0082594,1981,6.7,"Action, Drama","Amitabh BachchanKallu…, Asha ParekhShanti, Parveen BabiShalini…"
Jayantabhai Ki Luv Story,tt2622130,2013,5.3,"Action, Comedy, Romance","Vivek OberoiJayanta, Neha SharmaSimran, Rahul SinghDatta"
Aashayein,tt1227524,2010,7.1,Drama,"John AbrahamRahul Sharma…, Anaitha NairPadma…, Girish KarnadG. Parthasarthi"
Anaarkali of Aarah,tt6058394,2017,6.1,Drama,"Sanjay MishraVC, Pankaj TripathiRangeela(as Pankaj Tripathy), Swara BhaskerAnarkali(as Swara Bhaskar)"
Mili,tt15257644,2022,6.7,"Drama, Thriller","Janhvi KapoorMili Naudiyal, Manoj PahwaNiranjan Naudiyal, Sunny KaushalSameer Kumar"
Dilwaala,tt0363567,1986,3.8,"Action, Comedy, Drama","Mithun ChakrabortyRavi Kumar, Smita PatilSumitra Devi, Meenakshi SheshadriPadma"
Dream Scenario,tt21942866,2023,7.0,"Comedy, Horror","Lily BirdSophie Matthews, Nicolas CagePaul Matthews, Julianne NicholsonJanet Matthews"
The Unknown,tt0247394,1965,6.9,"Drama, Mystery, Thriller","Nanda KarnatakiAsha(as Nanda), Manoj KumarAnand(as Manoj), Pran SikandBarrister Rakesh(as Pran)"
1971,tt0983990,2007,8.2,"Action, Drama, War","Manoj BajpayeeMajor Suraj Singh(as Manoj Bajpai), Ravi KishanCaptain Jacob, Deepak DobriyalFlight Lt. Gurtu"
Karzzzz,tt1156148,2008,2.3,"Action, Drama, Musical","Himesh ReshammiyaMonty Oberoi, Urmila MatondkarKamini R. Verma, Shweta KumarTina"
Woh Lamhe,tt0833561,2006,6.5,"Biography, Drama, Romance","Kangana RanautSana Azim, Shiney AhujaAditya Pankaj Garewal, Shaad RandhawaNikhil Rai"
Arth,tt0083578,1982,7.8,"Drama, Romance","Shabana AzmiPooja, Kulbhushan KharbandaInder Malhotra, Smita PatilKavita Sanyal"
Badal,tt0247944,2000,5.0,"Action, Crime, Drama","Bobby DeolRaja…, Rani MukerjiRani, Mayuri KangoSoni"
Road House,tt3359350,2024,,"Action, Thriller","Jake GyllenhaalDalton, Conor McGregorKnox, Daniela MelchiorEllie"
Nasha,tt3044882,2013,3.2,"Drama, Thriller","Poonam PandeyAnita, Shivam PatilSahil, Vishal BhonsleSamuel"
Madea Goes to Jail,tt1142800,2009,4.5,"Comedy, Crime, Drama","Tyler PerryMadea…, Keshia Knight PulliamCandace Washington, Derek LukeJoshua Hardaway"
Aakhree Raasta,tt0090575,1986,7.1,"Action, Crime, Drama","Amitabh BachchanDavid D'Costa…, SrideviVinita Bhatnagar(as Sri Devi), Jaya PradaMary D. D'Costa"
Saudagar,tt0102844,1991,6.7,"Action, Drama, Romance","Dilip KumarVeeru Singh…, Raaj KumarRajeshwar Singh…, Vivek MushranVasu"
Nandor Fodor and the Talking Mongoose,tt19838620,2023,5.4,"Comedy, Mystery","Simon PeggNandor Fodor, Minnie DriverAnne, Christopher LloydDr. Harry Price"
My Brother... Nikhil,tt0419992,2005,7.3,"Drama, Sport","Sanjay SuriNikhil Kapoor, Juhi ChawlaAnamika ""Anu"" Kapoor, Purab KohliNigel De Costa"
Saajan Chale Sasural,tt0246905,1996,5.9,"Comedy, Drama","GovindaShyamsunder, Karisma KapoorPooja(as Karishma Kapoor), TabuDivya Khurana"
Madhumati,tt0050665,1958,7.8,"Fantasy, Musical, Mystery","Dilip KumarAnand…, VyjayanthimalaMadhumati(as Vyjayantimala)…, Johnny WalkerCharandas(as Johny Walker)"
A Different Man,tt21097228,2024,7.5,Thriller,"Sebastian StanEdward, Renate ReinsveIngrid, Adam PearsonOswald"
Disco Dancer,tt0208903,1982,6.4,"Drama, Musical, Romance","Mithun ChakrabortyAnil a. k. a. Jimmy, KimRita Oberoi, Kalpana IyerNikki Brown"
Khamoshiyan,tt3886444,2015,4.0,"Drama, Horror, Romance","Gurmeet ChoudharyJaidev, Ali FazalKabir, Sapna PabbiMeera"
Ajooba,tt0101283,1990,5.2,"Action, Adventure, Comedy","Amitabh BachchanAjooba…, Dimple KapadiaRukhsana Khan, Rishi KapoorHassan"
Maa Tujhhe Salaam,tt0307116,2002,3.7,"Action, Drama","Sunny DeolMajor Pratap Singh, TabuCaptain Sonia Khanna, Arbaaz KhanAlbaksh"
Junglee,tt0055035,1961,7.0,"Comedy, Drama, Musical","Shammi KapoorChandra Shekhar, Saira BanuRajkumari 'Raj'(as Saira Banoo), Shashikala JawalkarMala(as Shashi Kala)"
3G: A Killer Connection,tt2404519,2013,3.6,"Horror, Mystery, Sci-Fi","Neil Nitin MukeshSam, Sonal ChauhanSheena, Mrinalini SharmaChaima"
Jodi Breakers,tt2191721,2012,3.7,"Comedy, Musical, Romance","Bipasha BasuSonali, HelenMadonna, Pradeep Kharab"
I See You,tt6079516,2019,6.8,"Drama, Horror, Mystery","Helen HuntJackie Harper, Jon TenneyGreg Harper, Owen TeagueAlec Travers"
Baaghi: A Rebel for Love,tt0099080,1990,5.9,"Action, Drama, Romance","Salman KhanSaajan Sood, NagmaKajal 'Paro', Shakti KapoorDhanraj"
Ek Doctor Ki Maut,tt0345177,1990,8.3,"Biography, Drama","Shabana AzmiSeema, Pankaj KapurDr. Dipankar Roy, Irrfan KhanAmulya"
Love Sonia,tt3823392,2018,7.4,Drama,"Abhishek BharateAmar Kumar, Riya SisodiyaPreeti, Mrunal ThakurSonia"
Awwal Number,tt0154183,1990,4.5,"Action, Drama, Sport","Dev AnandDIG Vikram Singh (Vicky), Aamir KhanSunny, Ekta SohiniAarti Rani(as Ektaa)"
"""The Many Loves of Dobie Gillis"" The French, They Are a Funny Race",tt1017788,TV-Y7,7.7,"Comedy, Family","Dwayne HickmanDobie Gillis, Bob DenverMaynard G. Krebs, Danielle AubryFrancoise Desjardins(as Daniele Aubrey)"
Jis Desh Mein Ganga Rehta Hain,tt0263491,2000,4.9,"Comedy, Crime, Drama","GovindaGanga, Sonali BendreSaawni, Rinke KhannaTina"
Umrika,tt2614722,2015,6.6,"Comedy, Drama","Aashish BhattArun, Uplaksh KochharBalwinder, Megh PantBhima"
Tum Bin 2,tt5717110,2016,4.8,"Drama, Romance","Neha SharmaTaran, Aditya SealShekar, Aashim GulatiAmar"
Sainik,tt0290839,1993,6.0,"Action, Drama, Romance","Akshay KumarLieutenant Suraj Dutt, Ashwini BhaveAlka, FarheenMinni Dutt"
Aamdani Atthanni Kharcha Rupaiya,tt0305173,2001,4.8,"Comedy, Drama, Family","GovindaBhimsha, Juhi ChawlaJhoomri, TabuMeena"
Armaan,tt0331851,2003,5.3,"Drama, Family, Romance","Amitabh BachchanDr. Siddharth Sinha, Anil KapoorDr. Akash Sinha, Preity G ZintaSonia Kapoor(as Preity Zinta)"
Irada,tt6467738,2017,6.3,"Drama, Mystery, Thriller","Naseeruddin ShahParabjeet Walia, Arshad WarsiArjun Mishra, Divya DuttaRamandeep Braitch"
Waqt,tt0059893,1965,7.6,"Drama, Romance","Sunil DuttBablu…, Sadhana ShivdasaniMeena Mittal(as Sadhana), Raaj KumarRaju…"
Rudraksh,tt0366985,2004,2.7,"Action, Fantasy, Sci-Fi","Sanjay DuttVarun, Bipasha BasuDr. Gayetri, Suniel ShettyBhuria(as Sunil Shetty)"
Raakh,tt0290820,1989,7.1,"Action, Crime, Drama","Aamir KhanAmir Hussein, Supriya PathakNita, Pankaj KapurInspector P.K"
Vishwatma,tt0130350,1992,6.5,"Action, Drama, Thriller","Naseeruddin ShahInspector Surya Pratap Singh, Sunny DeolInspector Prabhat Singh, Chunky PandeyAkash Bhardwaj"
Ghulam-E-Musthafa,tt0185335,1997,6.7,"Action, Crime, Drama","Nana PatekarGhulam -E- Musthafa, Raveena TandonKavita, Paresh RawalShanta Prasad 'Abba'"
Samrat Prithviraj,tt9637132,2022,5.7,"Action, Drama, History","Akshay KumarPrithviraj Chauhan, Sanjay DuttKaka Kanha, Manushi ChhillarSanyogita"
Mujhe Kucch Kehna Hai,tt0284328,2001,4.8,"Drama, Romance","Tusshar KapoorKaran, Kareena KapoorPooja Saxena, Amrish PuriBalram Singh (Tau of Karan)"
Welcome to Karachi,tt4023852,2015,4.3,"Action, Comedy, War","Arshad WarsiShammi Thakur, Jackky BhagnaniKedar Patel, Lauren GottliebShazia"
Maine Dil Tujhko Diya,tt0326600,2002,4.0,"Action, Romance","Sohail KhanAjay, Sameera ReddyAyesha Verma, Sanjay DuttBhai-Jaan"
Barsaat,tt0112459,1995,5.5,"Action, Romance","Bobby DeolBadal, Twinkle KhannaTina Oberoi, Raj BabbarDinesh Oberoi(as Raaj Babbar)"
Woh 7 Din,tt0086597,1983,7.5,"Drama, Romance","Anil KapoorPrem Pratap, Padmini KolhapureMaya Anand, Naseeruddin ShahDr. Anand"
Khamosh Pani: Silent Waters,tt0357283,2003,7.5,Drama,"Kirron KherAyesha…, Aamir Ali MalikSaleem(as Aamir Malik), Navtej Singh JoharJaswant(as Navtej Johar)"
Chor Machaaye Shor,tt0331216,2002,4.3,"Action, Comedy","Bobby DeolShyam Singh…, Shilpa Shetty KundraKaajal R. Singh(as Shilpa Shetty), Bipasha BasuInspector Ranjita"
Sorry Bhai!,tt1327833,2008,6.2,"Comedy, Drama, Romance","Shabana AzmiGayatri N. Mathur, Boman IraniNavin Mathur, Sanjay SuriHarshvardhan N. Mathur"
Laadla,tt0187227,1994,5.8,"Drama, Family","Anil KapoorRaj Verma (Raju), SrideviSheetal Jetley, Raveena TandonKaajal"
Aksar 2,tt5784860,2017,3.6,"Crime, Drama, Mystery","Zareen KhanSheena Roy(as Zarine Khan), Gautam RodePatrick Sharma, Lillete DubeyDolly Khambata"
The Last Lear,tt1039969,2007,7.0,Drama,"Amitabh BachchanHarish 'Harry' Mishra, Preity G ZintaShabnam(as Preity Zinta), Arjun RampalSiddharth Kumar"
Wajah Tum Ho,tt5638474,2016,4.4,"Drama, Mystery, Romance","Sharman JoshiKabir Deshmukh, Sana KhanSiya, Gurmeet ChoudharyRanbir Bajaj"
Haathi Mere Saathi,tt14852412,2021,6.3,"Action, Drama","Bhuvan AroraAarav, Sheeba ChaddhaJudge, Rana DaggubatiBandev"
Mirch Masala,tt0089599,1986,7.7,"Drama, Thriller","Smita PatilSonbai, Naseeruddin ShahSubedar, Om PuriChowkidar Abu Miya"
Jungle,tt3758172,2017,6.7,"Action, Adventure, Biography","Daniel RadcliffeYossi Ghinsberg, Thomas KretschmannKarl, Alex RussellKevin"
Yeshwant,tt0250122,1997,7.2,"Action, Crime, Drama","Nana PatekarInspector Yeshwant Lohar, MadhooRagini Y. Lohar, Atul AgnihotriInspector John Frank"
Bangistan,tt3422462,2015,4.5,"Comedy, Drama","Jacqueline FernandezRosie, Michalina OlszanskaWelcome Girl, Riteish DeshmukhHafeez"
Dil Kya Kare,tt0216707,1999,5.1,"Drama, Musical, Romance","Ajay DevgnAnand Kishore, Mahima ChaudhryKavita Kishore(as Mahima Chaudhary), KajolNandita Rai"
Kareeb,tt0189633,1998,6.5,"Drama, Romance","Bobby DeolBrij 'Birju' Kumar, Shabana RazaNeha(as Neha), Abhay ChopraDr. Abhay"
Shikhar,tt0475627,2005,5.1,Drama,"Ajay DevgnGaurav 'G.G.' Gupta, Shahid KapoorJaidev S. Vardhan, Bipasha BasuNatasha"
Shirin Farhad Ki Toh Nikal Padi,tt2187972,2012,4.5,Romance,"Freny BhagatNurse, Dinyar Contractor, Nauheed Cyrusi"
Mission Istaanbul: Darr Ke Aagey Jeet Hai!,tt1179781,2008,3.5,"Action, Adventure, Drama","Vivek OberoiRizwan Khan, Zayed KhanVikas Sagar, Shriya SaranAnjali V. Sagar…"
Haseena Parkar,tt6512784,2017,6.2,"Biography, Crime, Drama","Shraddha KapoorHaseena Parkar, Ankur BhatiaIbrahim Parkar, Siddhant KapoorDawood Ibrahim Kaskar"
Happy Phirr Bhag Jayegi,tt7881542,2018,4.5,Comedy,"Sonakshi SinhaHarpreet 'Happy' Kaur, Diana PentyHarpreet 'Happy' Kaur, Jimmy ShergillDaman Singh Bagga(as Jimmy Sheirgill)"
Bombay to Goa,tt0068305,1972,6.7,"Action, Adventure, Comedy","MehmoodBus Conductor Khanna(as Mahmood), Aruna IraniMala, Amitabh BachchanRavi Kumar"
Bhaji on the Beach,tt0106408,1993,6.4,"Adventure, Comedy, Drama","Kim VithanaGinder, Jimmi HarkishinRanjit, Sarita KhajuriaHashida"
Naya Daur,tt0050758,1957,7.9,"Action, Drama, Musical","Dilip KumarShankar, VyjayanthimalaRajni, Ajit KhanKrishna(as A j i t)"
Bomb the System,tt0337585,2002,6.4,"Action, Drama","Mark WebberAnthony 'Blest' Campo, Jade Scott YorkerKevin 'Lune' Broady(as Jade Yorker), Jaclyn DeSantisAlexandra"
Striker,tt0094060,1988,4.5,"Action, Drama","Frank ZagarinoJohn Slade, Melonee RodgersMarta, John SteinerKariasin"
Teesri Manzil,tt0061073,1966,7.5,"Comedy, Musical, Mystery","Shammi KapoorAnil Kumar Sona 'Rocky', Asha ParekhSunita, Raj MehraShankardayal - Sunita's Father"
Meri Jung,tt0084324,1985,7.2,"Action, Drama","Anil KapoorArun Verma, Girish KarnadDeepak Verma, NutanAarti"
Swarg,tt0173283,1990,6.7,Drama,"Rajesh KhannaMr. Kumar, GovindaKrishna, MadhaviMrs. Janki Kumar(as Maadhavi)"
Vodka Diaries,tt6275262,2018,5.6,"Mystery, Thriller","Kay Kay MenonACP Ashwini Dixit…, Raima SenRoshni Banerjee, Mandira BediShikha Dixit"
Satyaprem Ki Katha,tt14914988,2023,6.7,"Comedy, Drama, Musical","Kartik AaryanSatyaprem Panchal, Kiara AdvaniKatha Kapadia, Supriya PathakDiwali Panchal"
Dillagi,tt0225515,1999,5.3,"Drama, Musical, Romance","Sunny DeolRanvir, Bobby DeolRajvir…, Urmila MatondkarShalini"
Shaadi Karke Phas Gaya Yaar,tt0430589,2006,4.0,"Comedy, Drama, Romance","Salman KhanAyaan, Shilpa Shetty KundraAhana(as Shilpa Shetty), Reema LagooAyaan's mom"
Love,tt3774694,2015,6.1,"Drama, Romance","Aomi MuyockElectra, Karl GlusmanMurphy, Klara KristinOmi"
Barah Aana,tt1202517,2009,6.7,"Comedy, Crime, Drama","Naseeruddin ShahKedar Shukla, Vijay RaazYadav, Arjun MathurAman"
Sapoot,tt0135641,1996,5.2,"Action, Crime, Drama","Akshay KumarPrem Singhania, Suniel ShettyRaj Singhania(as Sunil Shetty), Karisma KapoorPooja"
Fugly,tt0960141,2007,5.2,Comedy,"Nikki CoxCrystal Stump, Troy GentileNathan, Nate HadenFantasy Husband"
Love Breakups Zindagi,tt1877691,2011,5.8,"Comedy, Drama, Romance","Zayed KhanJai Malhotra, Dia MirzaNaina Kapoor(as Diya Mirza), Cyrus SahukarGovind"
The Killer,tt1136617,2023,6.7,"Action, Adventure, Crime","Michael FassbenderThe Killer, Tilda SwintonThe Expert, Charles ParnellThe Lawyer - Hodges"
Zid,tt4228746,2014,4.5,"Crime, Romance, Thriller","Mannara ChopraMaya(as Mannara), Karanvir SharmaRonnie, Shraddha DasPriya"
Banjo the Woodpile Cat,tt0154203,1979,6.5,"Animation, Comedy, Family","Scatman CrothersCrazy Legs(voice), Beah RichardsZazu(voice), Sparky MarcusBanjo(voice)"
Main Aisa Hi Hoon,tt0444874,2005,4.9,"Drama, Family, Musical","Ajay DevgnIndraneel ""Neel"" Thakur, Sushmita SenAdvocate Niti Sinha, Esha DeolMaya D. Trivedi"
Dishkiyaoon,tt3539966,2014,5.2,"Action, Thriller","Krishna AgarwalDrug Dealer, Harman BawejaViki Kartoos, Harsh ChhayaParikh"
Naksha,tt0813540,2006,3.5,"Action, Adventure, Fantasy","Sunny DeolVeer K. Malhotra, Vivek OberoiVicky K.Malhotra, Sameera ReddyRiya"
Netaji Subhas Chandra Bose: The Forgotten Hero,tt0349878,2005,7.6,"Biography, Drama, History","Vinay Anand, Ila ArunRanu, Pankaj BerryAabid Khan"
Firangi,tt7549484,2017,4.2,"Comedy, Drama","Kapil SharmaMangat Ram…, Ishita DuttaSargi, Monica GillPrincess Shyamali Devi"
"Religion, Inc.",tt0098185,1989,3.7,"Comedy, Drama","Jonathan PennerMorris Codman, Gerald OrangeIan Clarity, Sandra BullockDebby Cosgrove"
Aetbaar,tt0377340,2004,4.7,"Action, Drama, Musical","Amitabh BachchanDr. Ranveer Malhotra, John AbrahamAryan Trivedi, Bipasha BasuRia Malhotra"
Sanam Bewafa,tt0102835,1991,5.2,"Drama, Romance","Salman KhanSalman Khan, ChandniRuksar Khan, KanchanKanchan"
Baton Baton Mein,tt0157339,1979,7.5,"Comedy, Romance","Amol PalekarTony Braganza, Tina AmbaniNancy Perreira(as Tina Munim), Govardhan AsraniFrancis Fernandes"
Khoon Bhari Maang,tt28285644,2022– ,,Romance,"Dhiraj RaiSameer7 eps • 20227 episodes • 2022, Mahi KhanDiya7 eps • 20227 episodes • 2022, Donna MunshiAyesha7 eps • 20227 episodes • 2022"
Kvinden I Buret,tt2438644,2013,7.2,"Crime, Drama, Mystery","Nikolaj Lie KaasCarl Mørck, Per Scheel KrügerAnker, Troels LybyHardy Henningsen"
Umrao Jaan,tt0083248,1981,7.7,"Drama, Musical, Romance","RekhaAmiran, Farooq ShaikhNawab Sultan(as Farouque Shaikh), Naseeruddin ShahGohar Mirza"
Family of Thakurganj,tt8897986,2019,5.3,"Action, Drama","Jimmy ShergillNannu(as Jimmy Sheirgill), Mahie GillSharbati, Nandish Singh SandhuMunnu(as Nandish Sandhu)"
Suhaag,tt0111308,1994,5.7,"Action, Comedy, Drama","Ajay DevgnAjay R. Sharma…, Akshay KumarRaj Sinha, Karisma KapoorPooja(as Karishma Kapoor)"
C Kkompany,tt1170399,2008,5.5,"Comedy, Drama, Thriller","Tusshar KapoorAkshay 'Akki' Kumar, Anupam KherRamakant 'Dude' Joshi, Rajpal Naurang YadavLambodhar Jha(as Rajpal Yadav)"
D'argent et de sang,tt18413548,2023– ,7.7,"Biography, Crime, Drama","Vincent LindonSimon Weynachter12 eps • 202312 episodes • 2023, Niels SchneiderJérôme Attias12 eps • 202312 episodes • 2023, Ramzy BediaAlain Fitoussi12 eps • 202312 episodes • 2023"
Yamla Pagla Deewana Phir Se,tt7609114,2018,4.4,"Action, Comedy, Drama","DharmendraJeet Parmar, Sunny DeolPuran, Bobby DeolKala"
Saare Jahaan Se Mehnga...,tt2857500,2013,7.0,"Comedy, Drama","Annapoorna, V.M. Badola, Rampal Barsewal"
Satya 2,tt3059106,2013,5.8,"Action, Crime, Drama","Puneet Singh RatnSatya (Hindi Version), SharwanandSatya (Telugu Version), Anaika SotiChitra"
Deewana Mujh Sa Nahin,tt0101742,1990,5.0,"Romance, Comedy, Drama","Aamir KhanAjay Sharma, Madhuri DixitAnita, KushbooSonu"
The Gay Deceivers,tt0064363,1969,5.8,Comedy,"Kevin CoughlinDanny Devlin, Brooke BundyKaren, Lawrence P. CaseyElliot Crane(as Larry Casey)"
Daud: Fun on the Run,tt0118931,1997,5.9,"Action, Adventure, Comedy","Sanjay DuttNandu, Urmila MatondkarBhavani, Paresh RawalPinky"
Guddi,tt0067164,1971,7.2,"Drama, Comedy, Family","DharmendraSelf, Jaya BachchanGuddi(as Jaya Bhaduri), Sumita SanyalBhabhi"
Satyam Shivam Sundaram,tt0078204,1978,7.0,"Drama, Musical, Romance","Shashi KapoorRanjeev, Zeenat AmanRupa, Kanhaiyalal ChaturvediPandit Shyam Sunder(as Kanhaiyalal)"
Hyderabad Blues,tt0195814,1998,7.2,"Comedy, Drama, Romance","Nagesh KukunoorVarun Naidu, Rajshri NairAshwini, Vikram Inamdar"
Ramji Londonwaley,tt0476848,2005,6.6,"Comedy, Drama, Family","MadhavanRamnarayan Tiwari (Ramji), Samita BangargiSamira (Sammy…, Harsh ChhayaGuru"
Darr @ the Mall,tt3449320,2014,4.9,"Horror, Thriller","Jimmy ShergillVishnu Sharma, Nushrratt BharucchaAhana(as Nushrat Bharucha), Arif ZakariaManchanda"
Y.M.I. Yeh Mera India,tt1002963,2008,7.7,"Crime, Drama, Thriller","Anupam KherJudge Ayyar, Atul KulkarniRaja Shetty, Milind GunajiAshfaq"
Hera Pheri,tt0242519,2000,8.2,"Action, Comedy, Crime","Akshay KumarRaju, Suniel ShettyGhanshyam (Shyam)(as Sunil Shetty), Paresh RawalBaburao Ganpatrao Apte"
Licorice Pizza,tt11271038,2021,7.1,"Comedy, Drama, Romance","Alana HaimAlana, Cooper HoffmanGary, Sean PennJack Holden"
War Chod Na Yaar,tt3129282,2013,5.4,"Comedy, War","Sharman JoshiCaptain Rajveer Singh Rana, Soha Ali KhanRut Dutta, Jaaved JaaferiCaptain Qureshi(as Javed Jaffrey)"
Kurukshetra,tt0255309,2000,6.2,"Action, Crime, Drama","Mukesh RishiIqbal Pasina, Sanjay DuttA.C.P Prithviraj Singh, Mahima ChaudhryAnjali P. Singh"
Aloo Chaat,tt1305840,2009,5.9,"Comedy, Drama, Romance","Aftab ShivdasaniNikhil, Aamna SharifAamna(as Aamna Shariff), Linda ArsenioNikki Abbot"
Ek Ladka Ek Ladki,tt0291883,1992,5.8,"Comedy, Romance","Salman KhanRaja, Neelam KothariRenu(as Neelam), Anupam KherBhagwati Prasad"
The Exorcist,tt0070047,1973,8.1,Horror,"Ellen BurstynChris MacNeil, Max von SydowFather Merrin, Linda BlairRegan"
Joru Ka Ghulam,tt0250452,2000,5.1,"Comedy, Drama, Romance","GovindaRaja, Twinkle KhannaDurga, Kader KhanDyaneshwarprasad Pitamber"
Nanu Ki Jaanu,tt7412738,2018,5.5,"Comedy, Drama, Horror","Abhay DeolNanu, Patralekhaa PaulSiddhi(as Patralekha Paul), Rajesh SharmaSiddhi's Father"
Bhaag Johnny,tt3619710,2015,5.1,"Action, Fantasy, Thriller","Kunal KemmuJanardhan Arora(as Kunal Khemu)…, Zoa MoraniTanya, Mandana KarimiRachel"
Auzaar,tt0118660,1997,4.5,"Action, Drama, Musical","Salman KhanSuraj Prakash, Sanjay KapoorYash Thakur, Shilpa Shetty KundraPrathna Thakur(as Shilpa Shetty)"
Children of War,tt3369670,2014,6.6,"Drama, History, War","Farooq ShaikhMojid, Victor BanerjeeBaba, Pawan MalhotraMalik"
Khamosh,tt0089413,1986,7.5,"Mystery, Thriller","Shabana AzmiShabana Azmi, Amol PalekarAmol Palekar, Naseeruddin ShahCapt. Rajeev Bakshi"
Ram Teri Ganga Maili,tt0152139,1985,6.5,"Drama, Musical, Romance","Rajeev KapoorNarendra ""Naren"" Sahay(as Rajiv Kapoor), MandakiniGanga Singh, Divya RanaRadha B. Choudhary"
